"","subid","age","age_group","sex","ms_q_ver","task","task_num","answer","q","q_kind","item","justifications","site","age.group","age.c","q_kind_label"
"16","MC-iran_study2-1",11.38672142,11,"m",2,"conv.iran","conv.iran2.6",1,2,6,"shoes in house","","Iran - Study 2",11,0.556640626033475,"Haram"
"17","MC-iran_study2-1",11.38672142,11,"m",2,"conv.iran","conv.iran2.7",1,2,7,"shoes in house","","Iran - Study 2",11,0.556640626033475,"Illegal"
"18","MC-iran_study2-1",11.38672142,11,"m",2,"conv.iran","conv.iran2.8",1,2,8,"shoes in house","","Iran - Study 2",11,0.556640626033475,"Zesht"
"19","MC-iran_study2-1",11.38672142,11,"m",2,"conv.iran","conv.iran3",1,3,0,"drink","","Iran - Study 2",11,0.556640626033475,"Severity rating"
"20","MC-iran_study2-1",11.38672142,11,"m",2,"conv.iran","conv.iran3.1",1,3,1,"drink","","Iran - Study 2",11,0.556640626033475,"Farawary country"
"21","MC-iran_study2-1",11.38672142,11,"m",2,"conv.iran","conv.iran3.2",0,3,2,"drink","","Iran - Study 2",11,0.556640626033475,"Rule at school"
"22","MC-iran_study2-1",11.38672142,11,"m",2,"conv.iran","conv.iran3.3",0,3,3,"drink","","Iran - Study 2",11,0.556640626033475,"Everyone else"
"23","MC-iran_study2-1",11.38672142,11,"m",2,"conv.iran","conv.iran3.4",1,3,4,"drink","","Iran - Study 2",11,0.556640626033475,"Foreigner"
"24","MC-iran_study2-1",11.38672142,11,"m",2,"conv.iran","conv.iran3.5",0,3,5,"drink","","Iran - Study 2",11,0.556640626033475,"Non-muslim"
"25","MC-iran_study2-1",11.38672142,11,"m",2,"conv.iran","conv.iran3.6",1,3,6,"drink","","Iran - Study 2",11,0.556640626033475,"Haram"
"26","MC-iran_study2-1",11.38672142,11,"m",2,"conv.iran","conv.iran3.7",0,3,7,"drink","","Iran - Study 2",11,0.556640626033475,"Illegal"
"27","MC-iran_study2-1",11.38672142,11,"m",2,"conv.iran","conv.iran3.8",1,3,8,"drink","","Iran - Study 2",11,0.556640626033475,"Zesht"
"28","MC-iran_study2-1",11.38672142,11,"m",2,"conv.iran","conv.iran4",3,4,0,"slippers","","Iran - Study 2",11,0.556640626033475,"Severity rating"
"29","MC-iran_study2-1",11.38672142,11,"m",2,"conv.iran","conv.iran4.1",1,4,1,"slippers","","Iran - Study 2",11,0.556640626033475,"Farawary country"
"30","MC-iran_study2-1",11.38672142,11,"m",2,"conv.iran","conv.iran4.2",1,4,2,"slippers","","Iran - Study 2",11,0.556640626033475,"Rule at school"
"31","MC-iran_study2-1",11.38672142,11,"m",2,"conv.iran","conv.iran4.3",0,4,3,"slippers","","Iran - Study 2",11,0.556640626033475,"Everyone else"
"32","MC-iran_study2-1",11.38672142,11,"m",2,"conv.iran","conv.iran4.4",1,4,4,"slippers","","Iran - Study 2",11,0.556640626033475,"Foreigner"
"33","MC-iran_study2-1",11.38672142,11,"m",2,"conv.iran","conv.iran4.5",1,4,5,"slippers","","Iran - Study 2",11,0.556640626033475,"Non-muslim"
"34","MC-iran_study2-1",11.38672142,11,"m",2,"conv.iran","conv.iran4.6",0,4,6,"slippers","","Iran - Study 2",11,0.556640626033475,"Haram"
"35","MC-iran_study2-1",11.38672142,11,"m",2,"conv.iran","conv.iran4.7",0,4,7,"slippers","","Iran - Study 2",11,0.556640626033475,"Illegal"
"36","MC-iran_study2-1",11.38672142,11,"m",2,"conv.iran","conv.iran4.8",1,4,8,"slippers","","Iran - Study 2",11,0.556640626033475,"Zesht"
"37","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv1",1,5,0,"table","","Iran - Study 2",11,0.556640626033475,"Severity rating"
"38","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv1.1",0,5,1,"table","","Iran - Study 2",11,0.556640626033475,"Farawary country"
"39","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv1.2",0,5,2,"table","","Iran - Study 2",11,0.556640626033475,"Rule at school"
"40","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv1.3",0,5,3,"table","","Iran - Study 2",11,0.556640626033475,"Everyone else"
"41","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv1.4",0,5,4,"table","","Iran - Study 2",11,0.556640626033475,"Foreigner"
"42","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv1.5",0,5,5,"table","","Iran - Study 2",11,0.556640626033475,"Non-muslim"
"43","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv1.6",1,5,6,"table","","Iran - Study 2",11,0.556640626033475,"Haram"
"44","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv1.7",1,5,7,"table","","Iran - Study 2",11,0.556640626033475,"Illegal"
"45","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv1.8",1,5,8,"table","","Iran - Study 2",11,0.556640626033475,"Zesht"
"46","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral1",1,6,0,"push","","Iran - Study 2",11,0.556640626033475,"Severity rating"
"47","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral1.1",0,6,1,"push","","Iran - Study 2",11,0.556640626033475,"Farawary country"
"48","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral1.2",0,6,2,"push","","Iran - Study 2",11,0.556640626033475,"Rule at school"
"49","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral1.3",0,6,3,"push","","Iran - Study 2",11,0.556640626033475,"Everyone else"
"50","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral1.4",0,6,4,"push","","Iran - Study 2",11,0.556640626033475,"Foreigner"
"51","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral1.5",0,6,5,"push","","Iran - Study 2",11,0.556640626033475,"Non-muslim"
"52","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral1.6",0,6,6,"push","","Iran - Study 2",11,0.556640626033475,"Haram"
"53","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral1.7",0,6,7,"push","","Iran - Study 2",11,0.556640626033475,"Illegal"
"54","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral1.8",1,6,8,"push","","Iran - Study 2",11,0.556640626033475,"Zesht"
"55","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv2",3,7,0,"swimsuit","","Iran - Study 2",11,0.556640626033475,"Severity rating"
"56","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv2.1",0,7,1,"swimsuit","","Iran - Study 2",11,0.556640626033475,"Farawary country"
"57","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv2.2",1,7,2,"swimsuit","","Iran - Study 2",11,0.556640626033475,"Rule at school"
"58","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv2.3",0,7,3,"swimsuit","","Iran - Study 2",11,0.556640626033475,"Everyone else"
"59","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv2.4",1,7,4,"swimsuit","","Iran - Study 2",11,0.556640626033475,"Foreigner"
"60","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv2.5",1,7,5,"swimsuit","","Iran - Study 2",11,0.556640626033475,"Non-muslim"
"61","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv2.6",0,7,6,"swimsuit","","Iran - Study 2",11,0.556640626033475,"Haram"
"62","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv2.7",1,7,7,"swimsuit","","Iran - Study 2",11,0.556640626033475,"Illegal"
"63","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv2.8",1,7,8,"swimsuit","","Iran - Study 2",11,0.556640626033475,"Zesht"
"64","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral2",1,8,0,"bad name","","Iran - Study 2",11,0.556640626033475,"Severity rating"
"65","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral2.1",0,8,1,"bad name","","Iran - Study 2",11,0.556640626033475,"Farawary country"
"66","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral2.2",0,8,2,"bad name","","Iran - Study 2",11,0.556640626033475,"Rule at school"
"67","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral2.3",0,8,3,"bad name","","Iran - Study 2",11,0.556640626033475,"Everyone else"
"68","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral2.4",0,8,4,"bad name","","Iran - Study 2",11,0.556640626033475,"Foreigner"
"69","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral2.5",0,8,5,"bad name","","Iran - Study 2",11,0.556640626033475,"Non-muslim"
"70","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral2.6",1,8,6,"bad name","","Iran - Study 2",11,0.556640626033475,"Haram"
"71","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral2.7",1,8,7,"bad name","","Iran - Study 2",11,0.556640626033475,"Illegal"
"72","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral2.8",1,8,8,"bad name","","Iran - Study 2",11,0.556640626033475,"Zesht"
"73","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv3",1,9,0,"teacher","","Iran - Study 2",11,0.556640626033475,"Severity rating"
"74","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv3.1",0,9,1,"teacher","","Iran - Study 2",11,0.556640626033475,"Farawary country"
"75","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv3.2",0,9,2,"teacher","","Iran - Study 2",11,0.556640626033475,"Rule at school"
"76","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv3.3",0,9,3,"teacher","","Iran - Study 2",11,0.556640626033475,"Everyone else"
"77","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv3.4",0,9,4,"teacher","","Iran - Study 2",11,0.556640626033475,"Foreigner"
"78","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv3.5",0,9,5,"teacher","","Iran - Study 2",11,0.556640626033475,"Non-muslim"
"79","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv3.6",1,9,6,"teacher","","Iran - Study 2",11,0.556640626033475,"Haram"
"80","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv3.7",1,9,7,"teacher","","Iran - Study 2",11,0.556640626033475,"Illegal"
"81","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv3.8",1,9,8,"teacher","","Iran - Study 2",11,0.556640626033475,"Zesht"
"82","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral3",2,10,0,"drawing","","Iran - Study 2",11,0.556640626033475,"Severity rating"
"83","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral3.1",0,10,1,"drawing","","Iran - Study 2",11,0.556640626033475,"Farawary country"
"84","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral3.2",0,10,2,"drawing","","Iran - Study 2",11,0.556640626033475,"Rule at school"
"85","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral3.3",0,10,3,"drawing","","Iran - Study 2",11,0.556640626033475,"Everyone else"
"86","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral3.4",0,10,4,"drawing","","Iran - Study 2",11,0.556640626033475,"Foreigner"
"87","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral3.5",0,10,5,"drawing","","Iran - Study 2",11,0.556640626033475,"Non-muslim"
"88","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral3.6",1,10,6,"drawing","","Iran - Study 2",11,0.556640626033475,"Haram"
"89","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral3.7",1,10,7,"drawing","","Iran - Study 2",11,0.556640626033475,"Illegal"
"90","MC-iran_study2-1",11.38672142,11,"m",2,"moral","moral3.8",1,10,8,"drawing","","Iran - Study 2",11,0.556640626033475,"Zesht"
"91","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv4",3,11,0,"toys","","Iran - Study 2",11,0.556640626033475,"Severity rating"
"92","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv4.1",0,11,1,"toys","","Iran - Study 2",11,0.556640626033475,"Farawary country"
"93","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv4.2",0,11,2,"toys","","Iran - Study 2",11,0.556640626033475,"Rule at school"
"94","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv4.3",0,11,3,"toys","","Iran - Study 2",11,0.556640626033475,"Everyone else"
"95","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv4.4",0,11,4,"toys","","Iran - Study 2",11,0.556640626033475,"Foreigner"
"96","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv4.5",0,11,5,"toys","","Iran - Study 2",11,0.556640626033475,"Non-muslim"
"97","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv4.6",0,11,6,"toys","","Iran - Study 2",11,0.556640626033475,"Haram"
"98","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv4.7",0,11,7,"toys","","Iran - Study 2",11,0.556640626033475,"Illegal"
"99","MC-iran_study2-1",11.38672142,11,"m",2,"conv","conv4.8",1,11,8,"","","Iran - Study 2",11,0.556640626033475,"Zesht"
"100","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious1",1,12,0,"fasting","","Iran - Study 2",11,0.556640626033475,"Severity rating"
"101","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious1.1",0,12,1,"fasting","","Iran - Study 2",11,0.556640626033475,"Farawary country"
"102","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious1.2",0,12,2,"fasting","","Iran - Study 2",11,0.556640626033475,"Rule at school"
"103","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious1.3",0,12,3,"fasting","","Iran - Study 2",11,0.556640626033475,"Everyone else"
"104","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious1.4",0,12,4,"fasting","","Iran - Study 2",11,0.556640626033475,"Foreigner"
"105","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious1.5",0,12,5,"fasting","","Iran - Study 2",11,0.556640626033475,"Non-muslim"
"106","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious1.6",1,12,6,"fasting","","Iran - Study 2",11,0.556640626033475,"Haram"
"107","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious1.7",1,12,7,"fasting","","Iran - Study 2",11,0.556640626033475,"Illegal"
"108","MC-iran_study2-1",11.38672142,11,"m",2,"religious","reigious1.8",1,12,8,"","","Iran - Study 2",11,0.556640626033475,"Zesht"
"109","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious2",1,13,0,"prayer","","Iran - Study 2",11,0.556640626033475,"Severity rating"
"110","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious2.1",0,13,1,"prayer","","Iran - Study 2",11,0.556640626033475,"Farawary country"
"111","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious2.2",0,13,2,"prayer","","Iran - Study 2",11,0.556640626033475,"Rule at school"
"112","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious2.3",0,13,3,"prayer","","Iran - Study 2",11,0.556640626033475,"Everyone else"
"113","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious2.4",0,13,4,"prayer","","Iran - Study 2",11,0.556640626033475,"Foreigner"
"114","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious2.5",1,13,5,"prayer","","Iran - Study 2",11,0.556640626033475,"Non-muslim"
"115","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious2.6",1,13,6,"prayer","","Iran - Study 2",11,0.556640626033475,"Haram"
"116","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious2.7",1,13,7,"prayer","","Iran - Study 2",11,0.556640626033475,"Illegal"
"117","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious2.8",1,13,8,"prayer","","Iran - Study 2",11,0.556640626033475,"Zesht"
"118","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious3",1,14,0,"red clothes","","Iran - Study 2",11,0.556640626033475,"Severity rating"
"119","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious3.1",0,14,1,"red clothes","","Iran - Study 2",11,0.556640626033475,"Farawary country"
"120","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious3.2",0,14,2,"red clothes","","Iran - Study 2",11,0.556640626033475,"Rule at school"
"121","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious3.3",0,14,3,"red clothes","","Iran - Study 2",11,0.556640626033475,"Everyone else"
"122","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious3.4",0,14,4,"red clothes","","Iran - Study 2",11,0.556640626033475,"Foreigner"
"123","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious3.5",0,14,5,"red clothes","","Iran - Study 2",11,0.556640626033475,"Non-muslim"
"124","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious3.6",1,14,6,"red clothes","","Iran - Study 2",11,0.556640626033475,"Haram"
"125","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious3.7",1,14,7,"red clothes","","Iran - Study 2",11,0.556640626033475,"Illegal"
"126","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious3.8",1,14,8,"red clothes","","Iran - Study 2",11,0.556640626033475,"Zesht"
"127","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious4",1,15,0,"joke","","Iran - Study 2",11,0.556640626033475,"Severity rating"
"128","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious4.1",0,15,1,"joke","","Iran - Study 2",11,0.556640626033475,"Farawary country"
"129","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious4.2",0,15,2,"joke","","Iran - Study 2",11,0.556640626033475,"Rule at school"
"130","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious4.3",0,15,3,"joke","","Iran - Study 2",11,0.556640626033475,"Everyone else"
"131","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious4.4",0,15,4,"joke","","Iran - Study 2",11,0.556640626033475,"Foreigner"
"132","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious4.5",0,15,5,"joke","","Iran - Study 2",11,0.556640626033475,"Non-muslim"
"133","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious4.6",1,15,6,"joke","","Iran - Study 2",11,0.556640626033475,"Haram"
"134","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious4.7",1,15,7,"joke","","Iran - Study 2",11,0.556640626033475,"Illegal"
"135","MC-iran_study2-1",11.38672142,11,"m",2,"religious","religious4.8",1,15,8,"joke","","Iran - Study 2",11,0.556640626033475,"Zesht"
"136","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral1",1,1,0,"push","","Iran - Study 2",10,0.160596678931851,"Severity rating"
"137","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral1.1",0,1,1,"push","","Iran - Study 2",10,0.160596678931851,"Farawary country"
"138","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral1.2",0,1,2,"push","","Iran - Study 2",10,0.160596678931851,"Rule at school"
"139","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral1.3",0,1,3,"push","","Iran - Study 2",10,0.160596678931851,"Everyone else"
"140","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral1.4",0,1,4,"push","","Iran - Study 2",10,0.160596678931851,"Foreigner"
"141","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral1.5",0,1,5,"push","","Iran - Study 2",10,0.160596678931851,"Non-muslim"
"142","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral1.6",1,1,6,"push","","Iran - Study 2",10,0.160596678931851,"Haram"
"143","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral1.7",1,1,7,"push","","Iran - Study 2",10,0.160596678931851,"Illegal"
"144","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral1.8",1,1,8,"push","","Iran - Study 2",10,0.160596678931851,"Zesht"
"145","MC-iran_study2-2",10.49144422,10,"m",1,"conv","conv1",1,2,0,"table","","Iran - Study 2",10,0.160596678931851,"Severity rating"
"146","MC-iran_study2-2",10.49144422,10,"m",1,"conv","conv1.1",0,2,1,"table","","Iran - Study 2",10,0.160596678931851,"Farawary country"
"147","MC-iran_study2-2",10.49144422,10,"m",1,"conv","conv1.2",0,2,2,"table","","Iran - Study 2",10,0.160596678931851,"Rule at school"
"148","MC-iran_study2-2",10.49144422,10,"m",1,"conv","conv1.3",0,2,3,"table","","Iran - Study 2",10,0.160596678931851,"Everyone else"
"149","MC-iran_study2-2",10.49144422,10,"m",1,"conv","conv1.4",0,2,4,"table","","Iran - Study 2",10,0.160596678931851,"Foreigner"
"150","MC-iran_study2-2",10.49144422,10,"m",1,"conv","conv1.5",0,2,5,"table","","Iran - Study 2",10,0.160596678931851,"Non-muslim"
"151","MC-iran_study2-2",10.49144422,10,"m",1,"conv","conv1.6",1,2,6,"table","","Iran - Study 2",10,0.160596678931851,"Haram"
"152","MC-iran_study2-2",10.49144422,10,"m",1,"conv","conv1.7",1,2,7,"table","","Iran - Study 2",10,0.160596678931851,"Illegal"
"153","MC-iran_study2-2",10.49144422,10,"m",1,"conv","conv1.8",1,2,8,"table","","Iran - Study 2",10,0.160596678931851,"Zesht"
"154","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral2",1,3,0,"bad name","","Iran - Study 2",10,0.160596678931851,"Severity rating"
"155","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral2.1",0,3,1,"bad name","","Iran - Study 2",10,0.160596678931851,"Farawary country"
"156","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral2.2",0,3,2,"bad name","","Iran - Study 2",10,0.160596678931851,"Rule at school"
"157","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral2.3",0,3,3,"bad name","","Iran - Study 2",10,0.160596678931851,"Everyone else"
"158","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral2.4",0,3,4,"bad name","","Iran - Study 2",10,0.160596678931851,"Foreigner"
"159","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral2.5",0,3,5,"bad name","","Iran - Study 2",10,0.160596678931851,"Non-muslim"
"160","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral2.6",1,3,6,"bad name","","Iran - Study 2",10,0.160596678931851,"Haram"
"161","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral2.7",1,3,7,"bad name","","Iran - Study 2",10,0.160596678931851,"Illegal"
"162","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral2.8",1,3,8,"bad name","","Iran - Study 2",10,0.160596678931851,"Zesht"
"163","MC-iran_study2-2",10.49144422,10,"m",1,"conv","conv2",1,4,0,"swimsuit","","Iran - Study 2",10,0.160596678931851,"Severity rating"
"164","MC-iran_study2-2",10.49144422,10,"m",1,"conv","conv2.1",0,4,1,"swimsuit","","Iran - Study 2",10,0.160596678931851,"Farawary country"
"165","MC-iran_study2-2",10.49144422,10,"m",1,"conv","conv2.2",0,4,2,"swimsuit","","Iran - Study 2",10,0.160596678931851,"Rule at school"
"166","MC-iran_study2-2",10.49144422,10,"m",1,"conv","conv2.3",0,4,3,"swimsuit","","Iran - Study 2",10,0.160596678931851,"Everyone else"
"167","MC-iran_study2-2",10.49144422,10,"m",1,"conv","conv2.4",0,4,4,"swimsuit","","Iran - Study 2",10,0.160596678931851,"Foreigner"
"168","MC-iran_study2-2",10.49144422,10,"m",1,"conv","conv2.5",0,4,5,"swimsuit","","Iran - Study 2",10,0.160596678931851,"Non-muslim"
"169","MC-iran_study2-2",10.49144422,10,"m",1,"conv","conv2.6",0,4,6,"swimsuit","","Iran - Study 2",10,0.160596678931851,"Haram"
"170","MC-iran_study2-2",10.49144422,10,"m",1,"conv","conv2.7",1,4,7,"swimsuit","","Iran - Study 2",10,0.160596678931851,"Illegal"
"171","MC-iran_study2-2",10.49144422,10,"m",1,"conv","conv2.8",1,4,8,"swimsuit","","Iran - Study 2",10,0.160596678931851,"Zesht"
"172","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral3",2,5,0,"drawing","","Iran - Study 2",10,0.160596678931851,"Severity rating"
"173","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral3.1",0,5,1,"drawing","","Iran - Study 2",10,0.160596678931851,"Farawary country"
"174","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral3.2",0,5,2,"drawing","","Iran - Study 2",10,0.160596678931851,"Rule at school"
"175","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral3.3",0,5,3,"drawing","","Iran - Study 2",10,0.160596678931851,"Everyone else"
"176","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral3.4",0,5,4,"drawing","","Iran - Study 2",10,0.160596678931851,"Foreigner"
"177","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral3.5",0,5,5,"drawing","","Iran - Study 2",10,0.160596678931851,"Non-muslim"
"178","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral3.6",1,5,6,"drawing","","Iran - Study 2",10,0.160596678931851,"Haram"
"179","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral3.7",0,5,7,"drawing","","Iran - Study 2",10,0.160596678931851,"Illegal"
"180","MC-iran_study2-2",10.49144422,10,"m",1,"moral","moral3.8",1,5,8,"drawing","","Iran - Study 2",10,0.160596678931851,"Zesht"
"181","MC-iran_study2-2",10.49144422,10,"m",1,"conv","conv3",1,6,0,"teacher","","Iran - Study 2",10,0.160596678931851,"Severity rating"
