"","subid","age","task","item","q","q_kind","answer","task_num","sex","site","age_group","age.group","age.c","q_kind_label"
"48","Z06022",10.81998631,"moral","push",1,2,0,NA,"","India",NA,10,0.452785465239743,"Rule at school"
"49","A0517",10.47501711,"moral","push",1,3,0,NA,"M","India",NA,10,0.319663349247819,"Everyone else"
"50","A0519",10.6255989,"moral","push",1,3,0,NA,"M","India",NA,10,0.377772207994199,"Everyone else"
"51","A0524",10.28336756,"moral","push",1,3,0,NA,"F","India",NA,10,0.24570662028506,"Everyone else"
"52","A0525",10.68035592,"moral","push",1,3,1,NA,"M","India",NA,10,0.398902704188677,"Everyone else"
"53","A0526",10.30253251,"moral","push",1,3,0,NA,"M","India",NA,10,0.253102291251858,"Everyone else"
"54","A0527",10.17111567,"moral","push",1,3,0,NA,"F","India",NA,10,0.202389103472276,"Everyone else"
"55","A0528",10.67488022,"moral","push",1,3,0,NA,"F","India",NA,10,0.39678965534102,"Everyone else"
"56","A0529",10.55715264,"moral","push",1,3,0,NA,"M","India",NA,10,0.351359093539536,"Everyone else"
"57","A0530",10.80355921,"moral","push",1,3,0,NA,"F","India",NA,10,0.446446318696773,"Everyone else"
"58","A0532",10.19849418,"moral","push",1,3,0,NA,"F","India",NA,10,0.212954351569515,"Everyone else"
"59","A0601",10.36550308,"moral","push",1,3,0,NA,"F","India",NA,10,0.27740236071782,"Everyone else"
"60","A0606",10.92950034,"moral","push",1,3,0,NA,"F","India",NA,11,0.495046453769742,"Everyone else"
"61","A0607",10.85284052,"moral","push",1,3,0,NA,"F","India",NA,10,0.465463762184639,"Everyone else"
"62","A0616",10.94045175,"moral","push",1,3,0,NA,"M","India",NA,11,0.499272555324011,"Everyone else"
"63","Z06013",10.61738535,"moral","push",1,3,0,NA,"","India",NA,10,0.374602634722714,"Everyone else"
"64","Z06022",10.81998631,"moral","push",1,3,0,NA,"","India",NA,10,0.452785465239743,"Everyone else"
"65","A0517",10.47501711,"conv","shoes",1,0,2,NA,"M","India",NA,10,0.319663349247819,"Severity rating"
"66","A0519",10.6255989,"conv","shoes",1,0,1,NA,"M","India",NA,10,0.377772207994199,"Severity rating"
"67","A0524",10.28336756,"conv","shoes",1,0,1,NA,"F","India",NA,10,0.24570662028506,"Severity rating"
"68","A0525",10.68035592,"conv","shoes",1,0,6,NA,"M","India",NA,10,0.398902704188677,"Severity rating"
"69","A0526",10.30253251,"conv","shoes",1,0,1,NA,"M","India",NA,10,0.253102291251858,"Severity rating"
"70","A0527",10.17111567,"conv","shoes",1,0,1,NA,"F","India",NA,10,0.202389103472276,"Severity rating"
"71","A0528",10.67488022,"conv","shoes",1,0,1,NA,"F","India",NA,10,0.39678965534102,"Severity rating"
"72","A0529",10.55715264,"conv","shoes",1,0,2,NA,"M","India",NA,10,0.351359093539536,"Severity rating"
"73","A0530",10.80355921,"conv","shoes",1,0,1,NA,"F","India",NA,10,0.446446318696773,"Severity rating"
"74","A0532",10.19849418,"conv","shoes",1,0,1,NA,"F","India",NA,10,0.212954351569515,"Severity rating"
"75","A0601",10.36550308,"conv","shoes",1,0,1,NA,"F","India",NA,10,0.27740236071782,"Severity rating"
"76","A0606",10.92950034,"conv","shoes",1,0,1,NA,"F","India",NA,11,0.495046453769742,"Severity rating"
"77","A0607",10.85284052,"conv","shoes",1,0,1,NA,"F","India",NA,10,0.465463762184639,"Severity rating"
"78","A0616",10.94045175,"conv","shoes",1,0,1,NA,"M","India",NA,11,0.499272555324011,"Severity rating"
"79","Z06013",10.61738535,"conv","shoes",1,0,1,NA,"","India",NA,10,0.374602634722714,"Severity rating"
"80","Z06022",10.81998631,"conv","shoes",1,0,1,NA,"","India",NA,10,0.452785465239743,"Severity rating"
"81","A0517",10.47501711,"conv","shoes",1,1,0,NA,"M","India",NA,10,0.319663349247819,"Faraway country"
"82","A0519",10.6255989,"conv","shoes",1,1,0,NA,"M","India",NA,10,0.377772207994199,"Faraway country"
"83","A0524",10.28336756,"conv","shoes",1,1,0,NA,"F","India",NA,10,0.24570662028506,"Faraway country"
"84","A0525",10.68035592,"conv","shoes",1,1,1,NA,"M","India",NA,10,0.398902704188677,"Faraway country"
"85","A0526",10.30253251,"conv","shoes",1,1,0,NA,"M","India",NA,10,0.253102291251858,"Faraway country"
"86","A0527",10.17111567,"conv","shoes",1,1,0,NA,"F","India",NA,10,0.202389103472276,"Faraway country"
"87","A0528",10.67488022,"conv","shoes",1,1,0,NA,"F","India",NA,10,0.39678965534102,"Faraway country"
"88","A0529",10.55715264,"conv","shoes",1,1,0,NA,"M","India",NA,10,0.351359093539536,"Faraway country"
"89","A0530",10.80355921,"conv","shoes",1,1,0,NA,"F","India",NA,10,0.446446318696773,"Faraway country"
"90","A0532",10.19849418,"conv","shoes",1,1,0,NA,"F","India",NA,10,0.212954351569515,"Faraway country"
"91","A0601",10.36550308,"conv","shoes",1,1,0,NA,"F","India",NA,10,0.27740236071782,"Faraway country"
"92","A0606",10.92950034,"conv","shoes",1,1,0,NA,"F","India",NA,11,0.495046453769742,"Faraway country"
"93","A0607",10.85284052,"conv","shoes",1,1,0,NA,"F","India",NA,10,0.465463762184639,"Faraway country"
"94","A0616",10.94045175,"conv","shoes",1,1,0,NA,"M","India",NA,11,0.499272555324011,"Faraway country"
"95","Z06013",10.61738535,"conv","shoes",1,1,0,NA,"","India",NA,10,0.374602634722714,"Faraway country"
"96","Z06022",10.81998631,"conv","shoes",1,1,0,NA,"","India",NA,10,0.452785465239743,"Faraway country"
"97","A0517",10.47501711,"conv","shoes",1,2,0,NA,"M","India",NA,10,0.319663349247819,"Rule at school"
"98","A0519",10.6255989,"conv","shoes",1,2,0,NA,"M","India",NA,10,0.377772207994199,"Rule at school"
"99","A0524",10.28336756,"conv","shoes",1,2,0,NA,"F","India",NA,10,0.24570662028506,"Rule at school"
"100","A0525",10.68035592,"conv","shoes",1,2,1,NA,"M","India",NA,10,0.398902704188677,"Rule at school"
"101","A0526",10.30253251,"conv","shoes",1,2,0,NA,"M","India",NA,10,0.253102291251858,"Rule at school"
"102","A0527",10.17111567,"conv","shoes",1,2,1,NA,"F","India",NA,10,0.202389103472276,"Rule at school"
"103","A0528",10.67488022,"conv","shoes",1,2,0,NA,"F","India",NA,10,0.39678965534102,"Rule at school"
"104","A0529",10.55715264,"conv","shoes",1,2,0,NA,"M","India",NA,10,0.351359093539536,"Rule at school"
"105","A0530",10.80355921,"conv","shoes",1,2,0,NA,"F","India",NA,10,0.446446318696773,"Rule at school"
"106","A0532",10.19849418,"conv","shoes",1,2,0,NA,"F","India",NA,10,0.212954351569515,"Rule at school"
"107","A0601",10.36550308,"conv","shoes",1,2,0,NA,"F","India",NA,10,0.27740236071782,"Rule at school"
"108","A0606",10.92950034,"conv","shoes",1,2,0,NA,"F","India",NA,11,0.495046453769742,"Rule at school"
"109","A0607",10.85284052,"conv","shoes",1,2,1,NA,"F","India",NA,10,0.465463762184639,"Rule at school"
"110","A0616",10.94045175,"conv","shoes",1,2,0,NA,"M","India",NA,11,0.499272555324011,"Rule at school"
"111","Z06013",10.61738535,"conv","shoes",1,2,0,NA,"","India",NA,10,0.374602634722714,"Rule at school"
"112","Z06022",10.81998631,"conv","shoes",1,2,0,NA,"","India",NA,10,0.452785465239743,"Rule at school"
"113","A0517",10.47501711,"conv","shoes",1,3,0,NA,"M","India",NA,10,0.319663349247819,"Everyone else"
"114","A0519",10.6255989,"conv","shoes",1,3,0,NA,"M","India",NA,10,0.377772207994199,"Everyone else"
"115","A0524",10.28336756,"conv","shoes",1,3,0,NA,"F","India",NA,10,0.24570662028506,"Everyone else"
"116","A0525",10.68035592,"conv","shoes",1,3,1,NA,"M","India",NA,10,0.398902704188677,"Everyone else"
"117","A0526",10.30253251,"conv","shoes",1,3,0,NA,"M","India",NA,10,0.253102291251858,"Everyone else"
"118","A0527",10.17111567,"conv","shoes",1,3,0,NA,"F","India",NA,10,0.202389103472276,"Everyone else"
"119","A0528",10.67488022,"conv","shoes",1,3,0,NA,"F","India",NA,10,0.39678965534102,"Everyone else"
"120","A0529",10.55715264,"conv","shoes",1,3,0,NA,"M","India",NA,10,0.351359093539536,"Everyone else"
"121","A0530",10.80355921,"conv","shoes",1,3,0,NA,"F","India",NA,10,0.446446318696773,"Everyone else"
"122","A0532",10.19849418,"conv","shoes",1,3,0,NA,"F","India",NA,10,0.212954351569515,"Everyone else"
"123","A0601",10.36550308,"conv","shoes",1,3,0,NA,"F","India",NA,10,0.27740236071782,"Everyone else"
"124","A0606",10.92950034,"conv","shoes",1,3,0,NA,"F","India",NA,11,0.495046453769742,"Everyone else"
"125","A0607",10.85284052,"conv","shoes",1,3,0,NA,"F","India",NA,10,0.465463762184639,"Everyone else"
"126","A0616",10.94045175,"conv","shoes",1,3,0,NA,"M","India",NA,11,0.499272555324011,"Everyone else"
"127","Z06013",10.61738535,"conv","shoes",1,3,0,NA,"","India",NA,10,0.374602634722714,"Everyone else"
"128","Z06022",10.81998631,"conv","shoes",1,3,0,NA,"","India",NA,10,0.452785465239743,"Everyone else"
"129","A0517",10.47501711,"moral","namecall",2,0,2,NA,"M","India",NA,10,0.319663349247819,"Severity rating"
"130","A0519",10.6255989,"moral","namecall",2,0,1,NA,"M","India",NA,10,0.377772207994199,"Severity rating"
"131","A0524",10.28336756,"moral","namecall",2,0,1,NA,"F","India",NA,10,0.24570662028506,"Severity rating"
"132","A0525",10.68035592,"moral","namecall",2,0,1,NA,"M","India",NA,10,0.398902704188677,"Severity rating"
"133","A0526",10.30253251,"moral","namecall",2,0,1,NA,"M","India",NA,10,0.253102291251858,"Severity rating"
"134","A0527",10.17111567,"moral","namecall",2,0,1,NA,"F","India",NA,10,0.202389103472276,"Severity rating"
"135","A0528",10.67488022,"moral","namecall",2,0,1,NA,"F","India",NA,10,0.39678965534102,"Severity rating"
"136","A0529",10.55715264,"moral","namecall",2,0,1,NA,"M","India",NA,10,0.351359093539536,"Severity rating"
"137","A0530",10.80355921,"moral","namecall",2,0,2,NA,"F","India",NA,10,0.446446318696773,"Severity rating"
"138","A0532",10.19849418,"moral","namecall",2,0,1,NA,"F","India",NA,10,0.212954351569515,"Severity rating"
"139","A0601",10.36550308,"moral","namecall",2,0,1,NA,"F","India",NA,10,0.27740236071782,"Severity rating"
"140","A0606",10.92950034,"moral","namecall",2,0,2,NA,"F","India",NA,11,0.495046453769742,"Severity rating"
"141","A0607",10.85284052,"moral","namecall",2,0,1,NA,"F","India",NA,10,0.465463762184639,"Severity rating"
"142","A0616",10.94045175,"moral","namecall",2,0,1,NA,"M","India",NA,11,0.499272555324011,"Severity rating"
"143","Z06013",10.61738535,"moral","namecall",2,0,1,NA,"","India",NA,10,0.374602634722714,"Severity rating"
"144","Z06022",10.81998631,"moral","namecall",2,0,1,NA,"","India",NA,10,0.452785465239743,"Severity rating"
"145","A0517",10.47501711,"moral","namecall",2,1,0,NA,"M","India",NA,10,0.319663349247819,"Faraway country"
"146","A0519",10.6255989,"moral","namecall",2,1,0,NA,"M","India",NA,10,0.377772207994199,"Faraway country"
"147","A0524",10.28336756,"moral","namecall",2,1,0,NA,"F","India",NA,10,0.24570662028506,"Faraway country"
"148","A0525",10.68035592,"moral","namecall",2,1,1,NA,"M","India",NA,10,0.398902704188677,"Faraway country"
"149","A0526",10.30253251,"moral","namecall",2,1,0,NA,"M","India",NA,10,0.253102291251858,"Faraway country"
"150","A0527",10.17111567,"moral","namecall",2,1,0,NA,"F","India",NA,10,0.202389103472276,"Faraway country"
"151","A0528",10.67488022,"moral","namecall",2,1,0,NA,"F","India",NA,10,0.39678965534102,"Faraway country"
"152","A0529",10.55715264,"moral","namecall",2,1,0,NA,"M","India",NA,10,0.351359093539536,"Faraway country"
"153","A0530",10.80355921,"moral","namecall",2,1,0,NA,"F","India",NA,10,0.446446318696773,"Faraway country"
"154","A0532",10.19849418,"moral","namecall",2,1,0,NA,"F","India",NA,10,0.212954351569515,"Faraway country"
"155","A0601",10.36550308,"moral","namecall",2,1,0,NA,"F","India",NA,10,0.27740236071782,"Faraway country"
"156","A0606",10.92950034,"moral","namecall",2,1,0,NA,"F","India",NA,11,0.495046453769742,"Faraway country"
"157","A0607",10.85284052,"moral","namecall",2,1,0,NA,"F","India",NA,10,0.465463762184639,"Faraway country"
"158","A0616",10.94045175,"moral","namecall",2,1,0,NA,"M","India",NA,11,0.499272555324011,"Faraway country"
"159","Z06013",10.61738535,"moral","namecall",2,1,0,NA,"","India",NA,10,0.374602634722714,"Faraway country"
"160","Z06022",10.81998631,"moral","namecall",2,1,0,NA,"","India",NA,10,0.452785465239743,"Faraway country"
"161","A0517",10.47501711,"moral","namecall",2,2,0,NA,"M","India",NA,10,0.319663349247819,"Rule at school"
"162","A0519",10.6255989,"moral","namecall",2,2,0,NA,"M","India",NA,10,0.377772207994199,"Rule at school"
"163","A0524",10.28336756,"moral","namecall",2,2,0,NA,"F","India",NA,10,0.24570662028506,"Rule at school"
"164","A0525",10.68035592,"moral","namecall",2,2,1,NA,"M","India",NA,10,0.398902704188677,"Rule at school"
"165","A0526",10.30253251,"moral","namecall",2,2,0,NA,"M","India",NA,10,0.253102291251858,"Rule at school"
"166","A0527",10.17111567,"moral","namecall",2,2,1,NA,"F","India",NA,10,0.202389103472276,"Rule at school"
"167","A0528",10.67488022,"moral","namecall",2,2,0,NA,"F","India",NA,10,0.39678965534102,"Rule at school"
"168","A0529",10.55715264,"moral","namecall",2,2,0,NA,"M","India",NA,10,0.351359093539536,"Rule at school"
"169","A0530",10.80355921,"moral","namecall",2,2,0,NA,"F","India",NA,10,0.446446318696773,"Rule at school"
"170","A0532",10.19849418,"moral","namecall",2,2,0,NA,"F","India",NA,10,0.212954351569515,"Rule at school"
"171","A0601",10.36550308,"moral","namecall",2,2,0,NA,"F","India",NA,10,0.27740236071782,"Rule at school"
"172","A0606",10.92950034,"moral","namecall",2,2,0,NA,"F","India",NA,11,0.495046453769742,"Rule at school"
"173","A0607",10.85284052,"moral","namecall",2,2,1,NA,"F","India",NA,10,0.465463762184639,"Rule at school"
"174","A0616",10.94045175,"moral","namecall",2,2,0,NA,"M","India",NA,11,0.499272555324011,"Rule at school"
"175","Z06013",10.61738535,"moral","namecall",2,2,0,NA,"","India",NA,10,0.374602634722714,"Rule at school"
"176","Z06022",10.81998631,"moral","namecall",2,2,0,NA,"","India",NA,10,0.452785465239743,"Rule at school"
"177","A0517",10.47501711,"moral","namecall",2,3,0,NA,"M","India",NA,10,0.319663349247819,"Everyone else"
"178","A0519",10.6255989,"moral","namecall",2,3,0,NA,"M","India",NA,10,0.377772207994199,"Everyone else"
"179","A0524",10.28336756,"moral","namecall",2,3,0,NA,"F","India",NA,10,0.24570662028506,"Everyone else"
"180","A0525",10.68035592,"moral","namecall",2,3,1,NA,"M","India",NA,10,0.398902704188677,"Everyone else"
"181","A0526",10.30253251,"moral","namecall",2,3,0,NA,"M","India",NA,10,0.253102291251858,"Everyone else"
"182","A0527",10.17111567,"moral","namecall",2,3,0,NA,"F","India",NA,10,0.202389103472276,"Everyone else"
"183","A0528",10.67488022,"moral","namecall",2,3,0,NA,"F","India",NA,10,0.39678965534102,"Everyone else"
"184","A0529",10.55715264,"moral","namecall",2,3,0,NA,"M","India",NA,10,0.351359093539536,"Everyone else"
"185","A0530",10.80355921,"moral","namecall",2,3,0,NA,"F","India",NA,10,0.446446318696773,"Everyone else"
"186","A0532",10.19849418,"moral","namecall",2,3,0,NA,"F","India",NA,10,0.212954351569515,"Everyone else"
"187","A0601",10.36550308,"moral","namecall",2,3,NA,NA,"F","India",NA,10,0.27740236071782,"Everyone else"
"188","A0606",10.92950034,"moral","namecall",2,3,1,NA,"F","India",NA,11,0.495046453769742,"Everyone else"
"189","A0607",10.85284052,"moral","namecall",2,3,1,NA,"F","India",NA,10,0.465463762184639,"Everyone else"
"190","A0616",10.94045175,"moral","namecall",2,3,0,NA,"M","India",NA,11,0.499272555324011,"Everyone else"
"191","Z06013",10.61738535,"moral","namecall",2,3,0,NA,"","India",NA,10,0.374602634722714,"Everyone else"
"192","Z06022",10.81998631,"moral","namecall",2,3,0,NA,"","India",NA,10,0.452785465239743,"Everyone else"
"193","A0517",10.47501711,"conv","swim",2,0,3,NA,"M","India",NA,10,0.319663349247819,"Severity rating"
"194","A0519",10.6255989,"conv","swim",2,0,1,NA,"M","India",NA,10,0.377772207994199,"Severity rating"
"195","A0524",10.28336756,"conv","swim",2,0,6,NA,"F","India",NA,10,0.24570662028506,"Severity rating"
"196","A0525",10.68035592,"conv","swim",2,0,1,NA,"M","India",NA,10,0.398902704188677,"Severity rating"
"197","A0526",10.30253251,"conv","swim",2,0,6,NA,"M","India",NA,10,0.253102291251858,"Severity rating"
"198","A0527",10.17111567,"conv","swim",2,0,1,NA,"F","India",NA,10,0.202389103472276,"Severity rating"
"199","A0528",10.67488022,"conv","swim",2,0,1,NA,"F","India",NA,10,0.39678965534102,"Severity rating"
"200","A0529",10.55715264,"conv","swim",2,0,3,NA,"M","India",NA,10,0.351359093539536,"Severity rating"
"201","A0530",10.80355921,"conv","swim",2,0,4,NA,"F","India",NA,10,0.446446318696773,"Severity rating"
"202","A0532",10.19849418,"conv","swim",2,0,1,NA,"F","India",NA,10,0.212954351569515,"Severity rating"
"203","A0601",10.36550308,"conv","swim",2,0,1,NA,"F","India",NA,10,0.27740236071782,"Severity rating"
"204","A0606",10.92950034,"conv","swim",2,0,2,NA,"F","India",NA,11,0.495046453769742,"Severity rating"
"205","A0607",10.85284052,"conv","swim",2,0,2,NA,"F","India",NA,10,0.465463762184639,"Severity rating"
"206","A0616",10.94045175,"conv","swim",2,0,1,NA,"M","India",NA,11,0.499272555324011,"Severity rating"
"207","Z06013",10.61738535,"conv","swim",2,0,1,NA,"","India",NA,10,0.374602634722714,"Severity rating"
"208","Z06022",10.81998631,"conv","swim",2,0,2,NA,"","India",NA,10,0.452785465239743,"Severity rating"
"209","A0517",10.47501711,"conv","swim",2,1,0,NA,"M","India",NA,10,0.319663349247819,"Faraway country"
"210","A0519",10.6255989,"conv","swim",2,1,0,NA,"M","India",NA,10,0.377772207994199,"Faraway country"
"211","A0524",10.28336756,"conv","swim",2,1,1,NA,"F","India",NA,10,0.24570662028506,"Faraway country"
"212","A0525",10.68035592,"conv","swim",2,1,1,NA,"M","India",NA,10,0.398902704188677,"Faraway country"
"213","A0526",10.30253251,"conv","swim",2,1,0,NA,"M","India",NA,10,0.253102291251858,"Faraway country"
"214","A0527",10.17111567,"conv","swim",2,1,1,NA,"F","India",NA,10,0.202389103472276,"Faraway country"
"215","A0528",10.67488022,"conv","swim",2,1,0,NA,"F","India",NA,10,0.39678965534102,"Faraway country"
"216","A0529",10.55715264,"conv","swim",2,1,0,NA,"M","India",NA,10,0.351359093539536,"Faraway country"
"217","A0530",10.80355921,"conv","swim",2,1,0,NA,"F","India",NA,10,0.446446318696773,"Faraway country"
"218","A0532",10.19849418,"conv","swim",2,1,0,NA,"F","India",NA,10,0.212954351569515,"Faraway country"
"219","A0601",10.36550308,"conv","swim",2,1,0,NA,"F","India",NA,10,0.27740236071782,"Faraway country"
"220","A0606",10.92950034,"conv","swim",2,1,0,NA,"F","India",NA,11,0.495046453769742,"Faraway country"
"221","A0607",10.85284052,"conv","swim",2,1,0,NA,"F","India",NA,10,0.465463762184639,"Faraway country"
"222","A0616",10.94045175,"conv","swim",2,1,0,NA,"M","India",NA,11,0.499272555324011,"Faraway country"
"223","Z06013",10.61738535,"conv","swim",2,1,0,NA,"","India",NA,10,0.374602634722714,"Faraway country"
"224","Z06022",10.81998631,"conv","swim",2,1,0,NA,"","India",NA,10,0.452785465239743,"Faraway country"
"225","A0517",10.47501711,"conv","swim",2,2,0,NA,"M","India",NA,10,0.319663349247819,"Rule at school"
"226","A0519",10.6255989,"conv","swim",2,2,0,NA,"M","India",NA,10,0.377772207994199,"Rule at school"
"227","A0524",10.28336756,"conv","swim",2,2,0,NA,"F","India",NA,10,0.24570662028506,"Rule at school"
"228","A0525",10.68035592,"conv","swim",2,2,1,NA,"M","India",NA,10,0.398902704188677,"Rule at school"
"229","A0526",10.30253251,"conv","swim",2,2,0,NA,"M","India",NA,10,0.253102291251858,"Rule at school"
"230","A0527",10.17111567,"conv","swim",2,2,0,NA,"F","India",NA,10,0.202389103472276,"Rule at school"
"231","A0528",10.67488022,"conv","swim",2,2,0,NA,"F","India",NA,10,0.39678965534102,"Rule at school"
"232","A0529",10.55715264,"conv","swim",2,2,0,NA,"M","India",NA,10,0.351359093539536,"Rule at school"
"233","A0530",10.80355921,"conv","swim",2,2,1,NA,"F","India",NA,10,0.446446318696773,"Rule at school"
"234","A0532",10.19849418,"conv","swim",2,2,0,NA,"F","India",NA,10,0.212954351569515,"Rule at school"
"235","A0601",10.36550308,"conv","swim",2,2,0,NA,"F","India",NA,10,0.27740236071782,"Rule at school"
"236","A0606",10.92950034,"conv","swim",2,2,1,NA,"F","India",NA,11,0.495046453769742,"Rule at school"
"237","A0607",10.85284052,"conv","swim",2,2,1,NA,"F","India",NA,10,0.465463762184639,"Rule at school"
"238","A0616",10.94045175,"conv","swim",2,2,0,NA,"M","India",NA,11,0.499272555324011,"Rule at school"
"239","Z06013",10.61738535,"conv","swim",2,2,1,NA,"","India",NA,10,0.374602634722714,"Rule at school"
"240","Z06022",10.81998631,"conv","swim",2,2,1,NA,"","India",NA,10,0.452785465239743,"Rule at school"
"241","A0517",10.47501711,"conv","swim",2,3,0,NA,"M","India",NA,10,0.319663349247819,"Everyone else"
"242","A0519",10.6255989,"conv","swim",2,3,0,NA,"M","India",NA,10,0.377772207994199,"Everyone else"
"243","A0524",10.28336756,"conv","swim",2,3,1,NA,"F","India",NA,10,0.24570662028506,"Everyone else"
"244","A0525",10.68035592,"conv","swim",2,3,1,NA,"M","India",NA,10,0.398902704188677,"Everyone else"
"245","A0526",10.30253251,"conv","swim",2,3,1,NA,"M","India",NA,10,0.253102291251858,"Everyone else"
"246","A0527",10.17111567,"conv","swim",2,3,1,NA,"F","India",NA,10,0.202389103472276,"Everyone else"
"247","A0528",10.67488022,"conv","swim",2,3,0,NA,"F","India",NA,10,0.39678965534102,"Everyone else"
"248","A0529",10.55715264,"conv","swim",2,3,1,NA,"M","India",NA,10,0.351359093539536,"Everyone else"
"249","A0530",10.80355921,"conv","swim",2,3,1,NA,"F","India",NA,10,0.446446318696773,"Everyone else"
"250","A0532",10.19849418,"conv","swim",2,3,0,NA,"F","India",NA,10,0.212954351569515,"Everyone else"
"251","A0601",10.36550308,"conv","swim",2,3,0,NA,"F","India",NA,10,0.27740236071782,"Everyone else"
